"y" "x" "w"
1.40069229300816 1 0.243789035000524
0.572274633192039 1 2.10119613937425
1.0797562496153 0.6 0.504623693856677
1.1484131770005 1.2 0.887307735634861
2.1239872241812 1.7 1.24948304275419
-3.00723854571117 0.7 2.99552721723424
1.66259107811445 0.9 0.544209343074006
-0.589075335893506 0.1 0.00722395154035793
0.538221325517472 1.2 1.83942333506676
1.63838066675804 0.6 0.440680949078885
-0.733226707585202 0.9 1.78178347674061
-1.58755053399015 1.3 3.01662058543981
1.36252244733585 0.1 0.41682128531149
0.313529751267558 1.3 1.92077346412737
-0.702664445830123 0.5 1.4455231180308
1.97541601679235 0.6 0.0950218553269865
-1.04608689107311 0.3 0.988264748036586
1.00581486849099 0.1 0.307058597063447
0.617303028116752 0.9 0.192063721128225
0.449177965169605 0 0.0491391377495054
0.906360894350357 0.5 0.547086211048073
1.12180375831268 0.1 0.0455051467852879
0.840875600932839 1.5 2.05084202355303
-1.69339223515206 0.7 2.33668997579714
1.63264146981017 0.5 0.314759787705067
-0.357274719430078 0.7 0.860212986919915
0.743062543620607 0.4 0.499159697980247
0.532852087976734 1 1.05011891219771
1.20045560386788 0.4 1.07150949376186
1.45057503294312 0.9 0.455212603963186
2.14253890642756 1 0.56440597632642
0.983830440423987 1.4 1.29335384866767
1.17340870948749 0.8 1.04511411040575
0.968304567490043 1.1 1.27317389254147
1.20858619267198 0.2 0.0417588678297689
2.04299109837754 0.8 0.312907932064309
0.788768044417753 0.3 0.382262934725403
0.114227575296026 2.5 3.17300232262887
-1.76140756176393 0.1 0.168932496291773
-0.316397649186728 0.4 0.934379686266395
1.54262111019374 1.6 1.39055336373353
-0.712413185196685 0.4 0.954636365845757
1.81705613334271 0.8 0.536915833271319
-1.15080344032382 0.6 2.47895776233557
1.17188805518374 1.7 2.38211882984639
0.337164186902889 0.7 0.750311629795101
1.6714133743027 0.3 0.161952838901061
1.09791962968221 0.3 0.454482696212854
1.91126141988673 0.3 0.355892027686181
1.44899318417076 1.3 1.53921198834749
5.62245636467249 3 1.70104255190673
-1.48130183139161 0.1 0.479679804819349
0.52785322626896 0.6 0.798934611282583
0.971208883393983 0.9 0.30692105876129
-0.969760689763202 1.7 3.77734021299158
-0.762285032101463 0.4 1.82773700192853
0.662956644249982 1.9 3.21712816011922
0.302981279254578 0.6 0.15256931548471
1.32898411430486 0.4 0.598312517245738
2.61401827629129 1.8 1.42984159748186
-2.27038035604106 1.7 3.25668639281625
1.83867264614667 1.4 1.10272885659836
-1.09326423494254 0.8 0.8511581238727
-1.3749609375792 0.7 3.85695873274406
-0.634839462933609 0.2 0.947766494858025
-0.709737142356483 0.2 1.08042231160381
2.36939043441233 1.6 0.713504814843918
0.324986871051065 0.3 0.501857483061408
1.50558009512479 2 1.42533773731985
2.92489208266368 1.2 0.392662279244009
0.953119243117532 0.2 0.0758685043921342
0.435825279535383 0.8 1.53432735452772
0.71417581204863 0.4 0.525819629306569
-0.0312672051209531 0.9 1.50547460522432
-0.11987349707719 0.1 0.095493353763012
-0.168688141132478 1 1.98882103340487
4.1271422661909 2 0.814928668366746
0.489901083539462 0.3 0.325004127200145
1.40631318457786 1.7 1.69505049395696
1.13314371538706 0.6 0.6757703658142
1.9390767347029 0.4 0.0432850686132344
1.05448417170662 1.1 1.66611793418083
3.58857236240103 1 0.149073241966983
0.141117131370206 1.4 2.48490641267909
0.912304247566364 0.8 0.833125363541677
1.15921841189757 1 1.91245658425064
-1.39862621683849 0.2 2.17973365045025
0.993413548798899 0.9 0.806582573187932
1.8409258272599 0.9 1.00801218720485
2.10532288152095 0.7 0.126425426620943
-0.210712688330531 0.3 0.375804411285342
0.863397508225306 0.7 0.213459923401293
1.07392830730016 0.8 0.236615729651883
0.607149118271398 0.1 1.23190950951096
2.23273604978521 0.8 0.948709157211271
0.601654602752218 2 3.4267629651358
2.29369238017254 0.5 0.477034483878033
1.1036513713646 1.4 0.922606143055886
0.110570654595133 0.2 0.573694852890346
-0.954694029611854 0.2 0.370587699242353
2.06983017759547 1 1.3873330008102
0.751985731961329 0.4 0.136939766339992
0.330208984527761 1.2 1.34595991629045
2.46487106440507 0.8 0.340423870537321
1.04878921259289 0.4 0.282917959822734
1.11553651335255 1.4 1.44183633964432
1.06649843047514 0.7 0.131813934432954
1.13713903428353 0.4 0.176449568559819
-0.287369997864816 0.6 1.85872220191197
1.30872999914024 0.1 0.115832542012239
-0.448029138908806 1.3 2.73712479792652
1.23706824164925 1.8 1.26481570401566
2.38399527728781 1.9 1.50431248696653
2.88245307916216 0.9 0.300560180123732
0.364813672026772 0.5 0.579227929073529
1.74287449695468 1.1 0.515543398745725
3.49268520886418 2 0.599250901524869
0.0312268477829569 1.5 3.33454156420769
4.04506924542221 2 0.285585574523221
1.32462528166432 0.3 0.25448064894161
0.62686281209168 0.2 0.0264634238622552
2.14708692962228 1.4 0.376899609434768
0.643957744664154 1.1 1.50441942442333
-0.444960975319422 0.6 1.1451795916177
-0.271066330427627 0.7 1.78846340798424
-2.17271087425593 1.4 2.28083934653648
1.6491345232551 1.1 0.547082840773107
0.635414437691426 0.9 1.34219215091435
3.52419446983758 1.8 0.4113736796795
0.741698943341119 0.4 0.957227263128283
1.73343686950907 1.1 1.42508109399628
0.556663594813136 0.7 0.973098558005776
2.31059259165319 0.6 0.0862731933039894
1.1683501953304 1.6 1.28473245748252
0.778876513625973 2.2 2.96492297453368
1.46671977617517 0.7 1.05572872460581
0.66053918517392 0 0.0944476056991866
3.02732089564693 0.7 0.303625141834803
0.104937237255067 0.5 0.466187912261406
2.22108909648059 1.4 0.189729551401323
3.4804783434412 1 0.733836178159619
-0.756581492196683 0.4 1.92758206390798
1.03998695727932 0.8 0.373502126424265
0.58744457933701 0 0.298237771103426
2.10707106252024 1.2 0.835333402485792
1.4992688803578 0.8 0.888177653620436
3.69555615270811 0.9 0.0649975343817374
0.830470541246252 0.9 1.44809008830929
2.22952680629357 0.5 0.672905622613173
2.17575252773887 0.7 0.650961466576052
1.65176544791952 1.4 2.42909859983527
0.323168240093147 1.8 3.20521516167809
-1.30250900894837 0.4 1.85202218973355
1.93010706302657 1.3 1.83343516551035
-4.32409958364872 0 2.30958480517893
-1.24093720509062 2.1 3.64032972889584
-0.569601758639023 0.3 0.699576419305191
1.7960108969467 0.2 0.11160778129059
0.443702783271683 0.4 1.1111755561286
-0.602588160860498 1.2 2.34538100285345
0.349211206387026 2.1 3.85472013097813
4.55015442871285 2.6 1.28127615691065
3.45228867665476 0.7 0.211402883040633
-0.826037613780913 0.5 1.48425044059412
0.925384506792053 1.2 1.38823918775016
-1.01842575625822 0.1 0.659825832769159
0.175770396534947 0.3 0.801929686203306
1.15960544714515 0.5 0.355773095536895
-0.550335638953518 0.7 2.20119171795578
0.696497718825805 1.4 2.22954514468054
2.5230197157289 1.6 1.45784357344366
-1.06942458317537 0.2 0.934477929476294
-0.153047999779453 0.5 0.388327142769102
5.62796259393503 3.2 1.21165059438898
2.10365877546727 0.3 0.7217104039311
-1.72110805718225 1.1 3.85077344315757
1.00487892046593 0.3 0.583169602612547
-0.0999595262023771 0.2 0.508156519314644
1.66063720430814 1.9 1.0359055326501
-0.0636135089028653 0.5 1.06434782304866
2.69410683791197 1.3 0.853305448653954
-0.215655100662488 2.1 1.99714706443199
1.73347751643637 1.1 0.28286663254416
0.652834392205895 1 1.0748227922606
-0.965896056947679 0 0.727550813877309
1.06128544574572 0.3 0.661841024791799
0.584552700223511 0.2 0.0137013495670349
-0.726806688787927 0.2 0.690045069013979
-1.92370470582191 1.9 4.94432612820993
-2.18931011785559 0.1 0.650507915158573
1.63550864153182 1.7 0.300187449198612
2.71461305751653 2.3 1.9237862269921
1.05834914893678 1 0.690530892957111
-0.808054421550536 0.2 0.55758232743354
3.31922831644667 1.5 0.24000851507166
-1.04762347896855 0.7 2.0666992779747
0.801248990360606 0.4 0.896332538110254
-0.651369131422499 0.5 1.24884438737672
-0.811664801554025 0.2 0.634426323941407
2.18217632419185 2.1 1.94387902210214
3.50569684391271 1.8 0.369057622913259
-0.0278357416391344 0.2 0.615259461357745
-0.348809475243015 1.3 2.40721468444372
2.68856412420361 2.5 2.7991940223672
1.24435458663445 2.1 2.12927031946007
0.0818949882444662 0.4 0.471930265479665
-0.0679816712169443 0.2 0.227919913008583
0.710881594638647 0.3 0.324984659484346
-0.969885930771149 0.8 2.24845318784398
1.10185050529753 1.2 1.94356781235835
-0.410280100877249 1.2 2.34868984473547
0.667343684764633 1.3 0.710151100161839
-0.760483568930422 0.1 0.433381261348676
-0.310126386979211 0.6 1.71166501995669
-0.909085895382852 0.6 2.23715527403651
0.493819331116924 0.8 0.575734282794461
-0.885186326544423 1.4 2.65675889153772
1.84330883068013 1.2 0.999721371742277
1.93385729948489 0.9 0.661934589944836
-0.04566017264432 0.6 0.388073734082709
1.15811288419879 0 0.321663866260321
2.70987385245303 1.7 0.856220407159614
1.59231828282355 1.1 0.530547919217436
-1.37106225544418 0.3 1.58313373720154
0.173916603586601 0.4 0.898836622421871
0.40928227425452 0.9 1.05060770656803
0.471486779504607 3.6 5.28067343308149
-0.0339585872761448 1.2 3.28996740237713
0.311492856291419 0.7 0.989978391348037
1.10892865954352 0.3 0.475869647050295
-1.76497991460931 0.5 2.7396952613455
3.35564912798115 1.1 0.0894004297631232
1.89983095439231 0.1 0.0131099168688968
-0.0191248661309805 1.4 1.5121707242114
-1.44081079626319 0.8 3.12543171433043
-1.10251385738163 1.4 2.99584251866104
1.02152142844991 1.3 1.13132969291011
0.688466848484114 0.5 0.766602092686526
0.836620980536289 1.2 1.17947348254487
1.78812964537744 0.7 0.754890597890343
0.00368253273001373 0.6 0.668371857737251
-1.60949977996515 0.8 2.93385011338667
-1.06963338643208 0.3 1.10685174224358
1.8872117763507 1.8 1.77331062336797
-0.0292881607944858 0.1 0.108512619324569
-0.0417270995464014 0.3 0.493009691324141
-0.600574190396566 0.6 1.94760676183467
0.114303448990925 0.1 0.649245062993047
1.93616264764047 0.8 0.479578474627543
2.95549317918244 1.4 0.209399208295719
0.240678695091466 0.5 0.196532126086267
2.00997671862228 0.4 0.48254090947418
2.93351853312655 2 0.802563786235996
3.33237225258837 0.7 0.502687471833974
3.51397621235829 1.3 1.229091940287
0.986350881184282 1.3 1.28096861596521
4.03532704136797 0.7 0.0300868242101093
-0.440440017527067 0.6 1.41092936908886
-1.34935865457171 2.2 4.9081273710192
2.16413330223129 1.4 0.532237606671064
1.06520892018147 2.3 2.63338072759758
0.750763530803318 1.1 1.64890649828804
-2.49229930707378 0.4 2.31174110247947
0.708516022822776 0.6 0.151341971557595
-0.060724853828343 1.4 1.49340915820165
1.724411160635 0.9 0.32357954416189
1.24602446683767 0.9 0.274992109794225
1.54610688411436 0.5 0.00971203203664532
1.07040919272068 0.8 1.10672603488915
3.28719869605577 0.4 0.165334490773289
1.24644311633865 1.7 1.55519862647206
-1.59448612768221 1.5 4.17282492851106
3.6969135015991 1.2 0.689638480836563
1.18566325862034 1.7 1.64731700358527
2.08670242640731 1.2 0.226057882803141
2.97814447511744 2.1 2.19814025338967
-1.35208024672606 0.1 0.314201041310111
1.0926120524339 1 0.376820049721753
-0.212779760020939 1.7 1.82432939046959
-0.644343274912983 1.2 2.54848684175545
2.18630377729538 0 0.00463495607521685
-1.03123720322505 0 0.00420234006557075
-0.0289015686764137 2.5 4.07882595988731
1.50807400425166 1 0.968429849190644
1.03382150478693 0.8 1.50549375228846
2.00299916494194 1.5 1.53565751996971
2.26462057988813 1.4 0.271683101243797
-0.692400240129335 0.9 0.0323107601808618
2.2466770521909 0.3 0.523416531387754
-0.238930291816803 0.8 1.29730801390416
0.975585385628295 0.3 0.568593057226007
0.836552293846514 0.8 1.59935356396768
2.01938444092552 1.4 1.50797991896781
-0.386732221571771 0.2 1.18849899626795
1.96670153291765 1.6 0.259980448014874
0.535307214103004 1.6 2.31864572018927
1.2459236678699 0.6 0.410309823571547
0.208152926752501 1.7 2.45104627376456
-0.322181985226331 0.7 1.26048432587482
-0.00292715813064293 0.1 0.247037176546835
1.62379541617216 0.5 1.06577604867092
-0.213350936052861 0.3 0.455077096179638
2.39340154615689 1.3 0.207679769006645
1.82814847805517 0.2 0.0661331719406876
0.597000488120005 0.7 0.715178299171337
1.51540188727629 1 0.258622795161374
1.81720270962323 1.4 1.04178900593313
3.80383299928989 2.3 1.53742502937908
1.92300600221154 0.6 0.0440356437850123
0.986467076414021 0.4 0.179170428968143
1.63790898918451 0.3 0.41196760965923
2.29071052700876 1.2 0.511778840267309
0.678809667241041 0.1 0.421113159669194
1.26061332726946 0.7 0.822111717543295
3.14565917410598 2.1 0.941635689931361
1.05370172674605 0.4 0.205044946798479
-1.21028929003533 0.3 1.28110262204669
-0.933297276347002 0.2 0.828204521507897
0.252127539928466 0.6 0.472803502701744
2.77967531693521 0.6 0.0942672064733275
1.38274195299328 0.1 0.675391039067395
1.51115268829553 0.5 0.134487939108726
-0.157368895983599 1.6 3.77386072105802
0.238670525150491 1.1 1.65188567460548
2.50678868456756 1.9 2.19845145343051
0.615744632879133 0.7 0.64170689446714
1.07046716318848 1.5 1.32908070698624
0.917643834573879 0.3 0.515168398305902
-0.911867687307851 0.4 1.58377852784712
