"y" "x" "xstar"
-1.62385156551818 0.00324231675044121 -1.83391463581591
-1.74438273220932 0.0171706816285205 -1.50108594604402
-0.197425414413191 0.053877077492584 -1.2815515655446
-0.00932482167668745 0.109564646586584 -1.11077161663679
-1.38021842055704 0.146621666219389 -0.967421566101701
1.22507367182653 0.170213690727208 -0.841621233572914
-0.633985361718334 0.178573971873991 -0.727913290881644
0.163287434333901 0.186501399402567 -0.622925723210088
-0.20336870177721 0.206973383989228 -0.524400512708041
-0.177486985827208 0.243527060771983 -0.430727299295457
-0.665032031973749 0.287458499705305 -0.340694827087795
-0.0985164774118759 0.406968241395602 -0.2533471031358
-7.24745452001518e-05 0.417667368301188 -0.167894004788105
-0.726381767425762 0.427641083964452 -0.0836517339071291
0.831929447604045 0.517099024336299 0
0.12029516362038 0.51988346704034 0.0836517339071291
-0.2694863850428 0.525541458755584 0.167894004788105
-0.752619422915723 0.561857009723592 0.2533471031358
-1.59603104465258 0.676393996238489 0.340694827087795
-0.61460262777496 0.77183120424414 0.430727299295457
-1.2546621668552 0.821377251519054 0.524400512708041
-0.337466890889697 0.830810968691614 0.622925723210088
0.513805886297137 0.8436708652568 0.727913290881644
-1.27162544516864 0.994914901342844 0.841621233572914
-0.437766481508805 1.35340613561447 0.967421566101701
-1.18261641165841 1.37401572773733 1.11077161663679
-1.41857936271316 1.48176582493894 1.2815515655446
-0.528371449985899 1.7411328068132 1.50108594604402
-1.05083213511762 1.74854525216299 1.83391463581591
-0.487614311560479 2.00305911004434 1.84859628850141
