"x" "y"
1 3.45802187154469
0 -3.61821472362615
0 -0.267551615728927
0 -2.337775629048
0 0.59548872683795
1 2.75534085701024
0 0.0540581143186905
1 3.27388893075576
1 1.00006739645421
0 1.55551266764245
0 -1.55709422849047
0 -3.33461524240866
0 0.437085757525597
0 1.43989216113812
0 -0.862887615141432
0 -0.40668797035769
0 -0.445311825851555
0 2.13196043307416
0 -1.01345116186652
0 0.463763275367963
0 0.653993078363822
0 -2.7240947968795
1 3.23159415826158
1 2.94170459923057
0 -2.93658883741463
1 1.95520790840813
1 3.00399064470534
1 0.594325296734191
1 2.96615492033925
1 3.87975017245375
1 5.56336920218223
1 3.1632265747612
0 -3.08610631122911
1 5.87587262135775
1 3.69498844068393
0 -0.381661158603431
0 -1.02193032236194
0 -0.058602415503344
0 1.47278298331482
1 3.82546432445304
1 2.01488948898309
1 5.67992257240838
0 -3.19941134034502
1 1.99881912040785
0 0.360588318542878
0 -1.07870967381449
1 3.36676905130144
1 3.41515686722163
0 -1.95637605094355
0 -0.222138445313256
1 2.8676626813645
0 -1.03375491096343
0 0.0550417825633304
0 -1.31817503498377
0 0.268838449718529
1 2.12160214433075
1 1.95183742679184
0 -0.39556254369858
0 -0.852261227005827
0 -4.91358582577921
0 -4.04558822916124
0 -3.05932073012491
0 -1.26863831780455
0 1.01736864430163
0 -2.35621337344963
1 4.65949273423645
0 0.187192116191405
0 -3.33357549589917
0 -2.12503610869668
0 0.274248934027097
0 -2.76161097245795
0 -4.72132845851018
1 1.40277710496779
0 -1.70117678151371
0 -1.0843948119968
0 -0.35988938308895
0 -0.15124821679639
1 3.36207460012292
1 0.544241190529113
0 -1.04878486680298
1 2.60884328719016
0 -2.61477607486207
0 -0.737085187889389
0 0.826962139342218
0 -1.72028656460697
0 -0.943472942809089
0 -3.17291825579945
0 -1.05774104047981
0 -0.276725008167017
0 -0.0775538692618418
1 0.581553879399681
0 -0.131349303783709
0 0.971539744437647
0 -0.688395642388962
0 -0.728504003470921
0 -1.34792040965607
1 1.83714508224823
0 -2.02949451001781
0 -0.44386587823974
1 3.45673287138684
0 -1.94053911723432
1 3.28221692531624
1 4.77251970269536
1 4.61470739561101
1 2.66896839082476
0 0.715840308512339
1 2.77316689408273
0 -0.675560286662129
0 0.429786771367766
1 3.89716060018264
1 2.43530204040098
0 -0.588207369602166
0 0.0788312935180722
1 1.67219529038164
1 1.87382174040469
0 -1.10589917608004
1 2.77998887979537
0 -0.0317326207072577
0 -0.215464897187494
0 1.38818369634079
1 4.0286113557362
0 -1.00449634431923
0 -1.73622776270177
0 -2.34044684896151
0 -0.796363229057499
0 -0.213238120521995
1 4.12988121903531
0 -2.9749691667477
0 0.652610808127074
0 -0.593395287937103
0 -1.37260738232283
1 4.36483597104753
0 -3.73883518001618
0 -0.838617277315107
1 6.21935480780144
0 -2.83423589553735
0 -0.0140043897628093
0 0.571912994959483
1 3.92234967067016
0 0.767950707829907
1 2.75698711045432
0 1.71599928780124
0 -0.0193098963557423
0 -0.434346707924975
0 1.19159286907911
1 2.88641064249214
0 -2.38524032247121
0 -1.51974000175387
0 -1.87962067023563
0 -4.08406301752377
0 0.8157460539998
1 5.08696566323428
1 2.62320537653377
0 -0.192661301442097
0 -2.74358638361157
0 -3.17122981410899
0 -0.183549290826591
1 1.54906819452277
1 5.35335129060582
0 -1.83304859871758
0 -0.731830915116832
0 0.970044822963578
0 0.356854200277217
0 0.951920303717729
0 -1.5317164051028
0 -2.11560991619397
0 0.262863262939415
0 -0.743782829064588
0 -1.31513010544903
0 -1.70045250097836
1 3.77011719461579
0 1.14761453578692
0 0.46545616886415
0 0.878052421473721
1 0.805602459503262
0 -1.56400831132528
0 0.115616084153106
0 1.45584670842417
0 -0.278815996235586
1 2.61074138163519
1 0.641458602600128
1 1.53064383227233
0 -0.0643454635284825
0 -0.123898806993377
0 1.21291396132633
0 -2.48705790684614
0 3.17273974556058
0 1.61551366404353
0 2.92135026866394
0 0.505132793970767
0 -0.926539690840077
1 4.72074141985661
1 3.03899096984832
0 -2.49960390169493
0 -2.5103247645163
0 -0.080659030752862
1 3.01431039465844
0 -2.22669493058798
0 0.589152921309265
0 1.70936782274918
0 0.741404473561653
1 3.17146574031783
0 -2.66657502997287
0 -1.52831982481035
1 2.28136414532418
1 4.49824308776692
0 -2.03094242580474
0 -1.06371914600152
0 -0.937769548817893
0 0.964053740295586
1 3.25438509418563
1 3.42518050201914
0 -1.94382373304684
0 -2.66854443009091
